MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,pct_ge_D1,pct_ge_D2
20250819,Total,54.91,45.09,26.77,16.47,5.59,0.48,2025-08-19,2025-08-25,1,2025-08-19,49.309999999999995,22.54
20250812,Total,55.96,44.04,25.06,15.19,4.97,0.5,2025-08-12,2025-08-18,1,2025-08-12,45.72,20.66
20250805,Total,59.02,40.98,25.03,15.03,4.96,0.32,2025-08-05,2025-08-11,1,2025-08-05,45.34,20.31
20250729,Total,57.94,42.06,26.01,15.12,4.79,0.36,2025-07-29,2025-08-04,1,2025-07-29,46.28,20.27
20250722,Total,57.68,42.32,26.31,14.53,4.54,0.32,2025-07-22,2025-07-28,1,2025-07-22,45.699999999999996,19.39
20250715,Total,56.54,43.46,26.65,14.81,4.88,0.62,2025-07-15,2025-07-21,1,2025-07-15,46.96,20.310000000000002
20250708,Total,57.39,42.61,26.25,13.37,4.71,0.63,2025-07-08,2025-07-14,1,2025-07-08,44.96,18.709999999999997
20250701,Total,57.02,42.98,27.3,13.4,4.94,0.75,2025-07-01,2025-07-07,1,2025-07-01,46.39,19.09
20250624,Total,56.69,43.31,25.83,12.86,4.82,1.03,2025-06-24,2025-06-30,1,2025-06-24,44.54,18.71
20250617,Total,60.71,39.29,25.21,12.36,4.82,1.03,2025-06-17,2025-06-23,1,2025-06-17,43.42,18.21
20250610,Total,59.95,40.05,25.12,12.62,5.15,1.11,2025-06-10,2025-06-16,1,2025-06-10,44.0,18.88
20250603,Total,58.11,41.89,24.86,13.51,5.9,1.3,2025-06-03,2025-06-09,1,2025-06-03,45.56999999999999,20.71
20250527,Total,57.45,42.55,26.08,14.52,6.87,1.6,2025-05-27,2025-06-02,1,2025-05-27,49.06999999999999,22.990000000000002
20250520,Total,56.05,43.95,26.58,14.79,7.1,1.64,2025-05-20,2025-05-26,1,2025-05-20,50.11,23.53
20250513,Total,53.73,46.27,27.92,15.25,7.18,1.56,2025-05-13,2025-05-19,1,2025-05-13,51.910000000000004,23.99
20250506,Total,53.03,46.97,29.6,15.63,7.78,1.52,2025-05-06,2025-05-12,1,2025-05-06,54.53000000000001,24.93
20250429,Total,52.65,47.35,31.03,16.35,7.83,1.73,2025-04-29,2025-05-05,1,2025-04-29,56.94,25.91
20250422,Total,50.42,49.58,32.9,17.3,7.52,1.86,2025-04-22,2025-04-28,1,2025-04-22,59.58,26.68
20250415,Total,49.17,50.83,32.56,16.63,7.11,1.86,2025-04-15,2025-04-21,1,2025-04-15,58.16,25.599999999999998
20250408,Total,49.26,50.74,32.29,16.38,7.04,1.41,2025-04-08,2025-04-14,1,2025-04-08,57.12,24.83
20250401,Total,42.55,57.45,36.32,17.74,6.92,1.41,2025-04-01,2025-04-07,1,2025-04-01,62.39,26.069999999999997
20250325,Total,41.89,58.11,37.43,17.65,6.96,1.41,2025-03-25,2025-03-31,1,2025-03-25,63.449999999999996,26.02
20250318,Total,42.12,57.88,37.09,16.77,6.53,1.35,2025-03-18,2025-03-24,1,2025-03-18,61.74,24.650000000000002
20250311,Total,42.28,57.72,36.54,15.87,6.24,0.98,2025-03-11,2025-03-17,1,2025-03-11,59.629999999999995,23.09
20250304,Total,41.85,58.15,37.25,15.73,6.01,0.88,2025-03-04,2025-03-10,1,2025-03-04,59.870000000000005,22.62
20250225,Total,42.83,57.17,34.86,14.57,5.96,0.55,2025-02-25,2025-03-03,1,2025-02-25,55.94,21.080000000000002
20250218,Total,42.52,57.48,33.41,14.52,5.96,0.55,2025-02-18,2025-02-24,1,2025-02-18,54.43999999999999,21.03
20250211,Total,40.51,59.49,36.46,15.52,6.14,0.55,2025-02-11,2025-02-17,1,2025-02-11,58.67,22.21
20250204,Total,41.99,58.01,35.45,14.75,5.82,0.55,2025-02-04,2025-02-10,1,2025-02-04,56.57,21.12
20250128,Total,46.46,53.54,33.22,13.98,4.2,0.46,2025-01-28,2025-02-03,1,2025-01-28,51.86000000000001,18.64
20250121,Total,46.96,53.04,31.5,13.85,4.54,0.46,2025-01-21,2025-01-27,1,2025-01-21,50.35,18.85
20250114,Total,47.33,52.67,30.8,13.61,4.0,0.46,2025-01-14,2025-01-20,1,2025-01-14,48.87,18.07
20250107,Total,45.14,54.86,30.86,12.36,3.98,0.46,2025-01-07,2025-01-13,1,2025-01-07,47.66,16.8
20241231,Total,43.2,56.8,31.87,12.13,3.97,0.46,2024-12-31,2025-01-06,1,2024-12-31,48.43,16.560000000000002
20241224,Total,41.42,58.58,33.15,12.81,3.89,0.46,2024-12-24,2024-12-30,1,2024-12-24,50.31,17.16
20241217,Total,41.31,58.69,32.54,12.63,3.81,0.46,2024-12-17,2024-12-23,1,2024-12-17,49.440000000000005,16.900000000000002
20241210,Total,38.7,61.3,36.79,13.28,4.07,0.47,2024-12-10,2024-12-16,1,2024-12-10,54.61,17.82
20241203,Total,40.21,59.79,36.49,13.62,3.89,0.5,2024-12-03,2024-12-09,1,2024-12-03,54.5,18.009999999999998
20241126,Total,38.14,61.86,34.66,13.67,4.11,0.5,2024-11-26,2024-12-02,1,2024-11-26,52.94,18.28
20241119,Total,35.01,64.99,38.03,14.59,4.22,0.54,2024-11-19,2024-11-25,1,2024-11-19,57.38,19.349999999999998
20241112,Total,30.52,69.48,41.67,17.16,4.12,0.56,2024-11-12,2024-11-18,1,2024-11-12,63.51,21.84
20241105,Total,26.36,73.64,43.4,18.18,3.96,0.5,2024-11-05,2024-11-11,1,2024-11-05,66.03999999999999,22.64
20241029,Total,26.82,73.18,45.27,23.06,5.45,0.53,2024-10-29,2024-11-04,1,2024-10-29,74.31,29.04
20241022,Total,33.35,66.65,41.89,16.73,4.22,0.53,2024-10-22,2024-10-28,1,2024-10-22,63.370000000000005,21.48
20241015,Total,34.9,65.1,37.65,14.76,3.97,0.53,2024-10-15,2024-10-21,1,2024-10-15,56.91,19.26
20241008,Total,36.58,63.42,32.61,11.58,3.3,0.53,2024-10-08,2024-10-14,1,2024-10-08,48.019999999999996,15.409999999999998
20241001,Total,40.48,59.52,26.35,7.77,2.28,0.41,2024-10-01,2024-10-07,1,2024-10-01,36.81,10.459999999999999
20240924,Total,38.83,61.17,28.51,9.06,2.63,0.41,2024-09-24,2024-09-30,1,2024-09-24,40.61,12.100000000000001
20240917,Total,40.81,59.19,29.76,8.98,2.3,0.37,2024-09-17,2024-09-23,1,2024-09-17,41.41,11.65
20240910,Total,41.61,58.39,28.75,8.82,2.02,0.31,2024-09-10,2024-09-16,1,2024-09-10,39.900000000000006,11.15
20240903,Total,44.78,55.22,25.24,7.2,1.91,0.28,2024-09-03,2024-09-09,1,2024-09-03,34.629999999999995,9.389999999999999
20240827,Total,45.34,54.66,23.37,7.58,2.02,0.23,2024-08-27,2024-09-02,1,2024-08-27,33.2,9.83
20240820,Total,52.79,47.21,20.1,6.11,1.48,0.17,2024-08-20,2024-08-26,1,2024-08-20,27.860000000000003,7.76
20240813,Total,55.41,44.59,18.86,5.28,1.01,0.17,2024-08-13,2024-08-19,1,2024-08-13,25.320000000000004,6.46
20240806,Total,55.35,44.65,18.22,5.09,1.19,0.17,2024-08-06,2024-08-12,1,2024-08-06,24.67,6.449999999999999
20240730,Total,58.44,41.56,16.91,4.76,1.15,0.06,2024-07-30,2024-08-05,1,2024-07-30,22.88,5.97
20240723,Total,58.83,41.17,16.96,5.25,1.19,0.06,2024-07-23,2024-07-29,1,2024-07-23,23.46,6.499999999999999
20240716,Total,56.61,43.39,17.41,5.68,1.34,0.01,2024-07-16,2024-07-22,1,2024-07-16,24.44,7.029999999999999
20240709,Total,58.57,41.43,16.44,4.04,0.94,0.01,2024-07-09,2024-07-15,1,2024-07-09,21.430000000000003,4.99
20240702,Total,58.5,41.5,15.81,3.17,0.8,0.01,2024-07-02,2024-07-08,1,2024-07-02,19.790000000000003,3.9799999999999995
20240625,Total,60.79,39.21,13.63,2.43,0.6,0.01,2024-06-25,2024-07-01,1,2024-06-25,16.670000000000005,3.04
20240618,Total,68.17,31.83,10.06,2.49,0.61,0.01,2024-06-18,2024-06-24,1,2024-06-18,13.17,3.11
20240611,Total,75.1,24.9,9.84,2.82,0.59,0.01,2024-06-11,2024-06-17,1,2024-06-11,13.26,3.4199999999999995
20240604,Total,77.86,22.14,10.15,3.16,0.62,0.05,2024-06-04,2024-06-10,1,2024-06-04,13.98,3.83
20240528,Total,77.44,22.56,10.5,3.54,0.6,0.05,2024-05-28,2024-06-03,1,2024-05-28,14.69,4.1899999999999995
20240521,Total,76.49,23.51,10.51,3.5,0.62,0.05,2024-05-21,2024-05-27,1,2024-05-21,14.68,4.17
20240514,Total,73.61,26.39,11.71,4.07,0.68,0.05,2024-05-14,2024-05-20,1,2024-05-14,16.51,4.8
20240507,Total,70.53,29.47,12.66,4.29,0.67,0.05,2024-05-07,2024-05-13,1,2024-05-07,17.67,5.01
20240430,Total,68.36,31.64,14.23,4.83,0.71,0.05,2024-04-30,2024-05-06,1,2024-04-30,19.820000000000004,5.59
20240423,Total,67.72,32.28,15.14,4.74,0.71,0.05,2024-04-23,2024-04-29,1,2024-04-23,20.640000000000004,5.5
20240416,Total,67.21,32.79,15.02,4.38,0.9,0.12,2024-04-16,2024-04-22,1,2024-04-16,20.419999999999998,5.4
20240409,Total,67.37,32.63,14.66,4.31,0.92,0.12,2024-04-09,2024-04-15,1,2024-04-09,20.01,5.35
20240402,Total,65.53,34.47,15.12,4.61,0.99,0.12,2024-04-02,2024-04-08,1,2024-04-02,20.84,5.720000000000001
20240326,Total,64.8,35.2,15.18,4.83,1.0,0.12,2024-03-26,2024-04-01,1,2024-03-26,21.13,5.95
20240319,Total,63.0,37.0,17.78,5.77,1.2,0.12,2024-03-19,2024-03-25,1,2024-03-19,24.87,7.09
20240312,Total,61.7,38.3,18.66,6.43,1.27,0.12,2024-03-12,2024-03-18,1,2024-03-12,26.48,7.819999999999999
20240305,Total,60.25,39.75,18.32,6.54,1.27,0.12,2024-03-05,2024-03-11,1,2024-03-05,26.25,7.930000000000001
20240227,Total,60.65,39.35,18.09,6.51,1.25,0.12,2024-02-27,2024-03-04,1,2024-02-27,25.970000000000002,7.88
20240220,Total,65.29,34.71,16.62,6.39,1.21,0.12,2024-02-20,2024-02-26,1,2024-02-20,24.340000000000003,7.72
20240213,Total,66.74,33.26,16.32,6.44,1.29,0.15,2024-02-13,2024-02-19,1,2024-02-13,24.2,7.880000000000001
20240206,Total,64.98,35.02,17.79,7.73,1.63,0.23,2024-02-06,2024-02-12,1,2024-02-06,27.38,9.59
20240130,Total,62.88,37.12,19.72,9.01,1.93,0.25,2024-01-30,2024-02-05,1,2024-01-30,30.909999999999997,11.19
20240123,Total,58.2,41.8,22.95,10.86,3.72,0.57,2024-01-23,2024-01-29,1,2024-01-23,38.1,15.15
20240116,Total,57.19,42.81,24.13,11.25,4.11,0.6,2024-01-16,2024-01-22,1,2024-01-16,40.089999999999996,15.959999999999999
20240109,Total,55.14,44.86,26.71,12.78,4.51,0.68,2024-01-09,2024-01-15,1,2024-01-09,44.68,17.97
20240102,Total,54.06,45.94,27.59,13.88,5.25,1.02,2024-01-02,2024-01-08,1,2024-01-02,47.74,20.150000000000002
20231226,Total,54.5,45.5,27.07,13.99,5.38,0.97,2023-12-26,2024-01-01,1,2023-12-26,47.410000000000004,20.34
20231219,Total,53.58,46.42,27.88,15.24,5.48,0.93,2023-12-19,2023-12-25,1,2023-12-19,49.529999999999994,21.65
20231212,Total,53.01,46.99,28.05,15.34,5.29,0.91,2023-12-12,2023-12-18,1,2023-12-12,49.589999999999996,21.54
20231205,Total,53.54,46.46,28.85,15.85,6.2,1.02,2023-12-05,2023-12-11,1,2023-12-05,51.92000000000001,23.07
20231128,Total,53.21,46.79,30.28,17.12,6.54,1.78,2023-11-28,2023-12-04,1,2023-11-28,55.720000000000006,25.44
20231121,Total,52.84,47.16,31.44,18.1,7.27,2.06,2023-11-21,2023-11-27,1,2023-11-21,58.870000000000005,27.43
20231114,Total,53.23,46.77,31.46,18.07,7.52,2.31,2023-11-14,2023-11-20,1,2023-11-14,59.36,27.9
20231107,Total,53.58,46.42,31.48,18.26,7.16,2.1,2023-11-07,2023-11-13,1,2023-11-07,59.00000000000001,27.520000000000003
20231031,Total,54.37,45.63,30.68,17.65,6.62,1.82,2023-10-31,2023-11-06,1,2023-10-31,56.769999999999996,26.09
20231024,Total,51.32,48.68,33.43,19.9,7.59,2.19,2023-10-24,2023-10-30,1,2023-10-24,63.11,29.68
20231017,Total,51.02,48.98,33.22,18.92,7.28,2.1,2023-10-17,2023-10-23,1,2023-10-17,61.52,28.300000000000004
20231010,Total,50.41,49.59,33.59,18.96,7.53,2.11,2023-10-10,2023-10-16,1,2023-10-10,62.190000000000005,28.6
20231003,Total,50.88,49.12,33.62,19.41,8.35,2.45,2023-10-03,2023-10-09,1,2023-10-03,63.830000000000005,30.209999999999997
20230926,Total,52.53,47.47,32.1,18.79,8.48,2.35,2023-09-26,2023-10-02,1,2023-09-26,61.720000000000006,29.62
20230919,Total,53.18,46.82,31.71,19.63,9.44,2.52,2023-09-19,2023-09-25,1,2023-09-19,63.300000000000004,31.59
20230912,Total,55.18,44.82,31.1,19.32,8.0,1.98,2023-09-12,2023-09-18,1,2023-09-12,60.4,29.3
20230905,Total,56.21,43.79,30.2,18.27,7.52,1.65,2023-09-05,2023-09-11,1,2023-09-05,57.63999999999999,27.439999999999998
20230829,Total,56.62,43.38,28.76,15.93,6.23,1.28,2023-08-29,2023-09-04,1,2023-08-29,52.2,23.44
20230822,Total,56.68,43.32,27.52,14.58,4.82,1.0,2023-08-22,2023-08-28,1,2023-08-22,47.92,20.4
20230815,Total,56.01,43.99,25.86,10.7,2.59,0.18,2023-08-15,2023-08-21,1,2023-08-15,39.330000000000005,13.469999999999999
20230808,Total,54.65,45.35,25.54,9.77,2.3,0.19,2023-08-08,2023-08-14,1,2023-08-08,37.8,12.26
20230801,Total,55.74,44.26,23.52,8.99,2.11,0.22,2023-08-01,2023-08-07,1,2023-08-01,34.839999999999996,11.32
20230725,Total,57.19,42.81,22.68,8.18,2.19,0.22,2023-07-25,2023-07-31,1,2023-07-25,33.269999999999996,10.59
20230718,Total,58.38,41.62,21.6,7.14,2.23,0.29,2023-07-18,2023-07-24,1,2023-07-18,31.26,9.659999999999998
20230711,Total,58.67,41.33,22.48,7.89,2.16,0.33,2023-07-11,2023-07-17,1,2023-07-11,32.86,10.38
20230704,Total,56.25,43.75,22.57,7.83,2.29,0.45,2023-07-04,2023-07-10,1,2023-07-04,33.14,10.57
20230627,Total,54.86,45.14,22.61,7.74,2.16,0.49,2023-06-27,2023-07-03,1,2023-06-27,33.00000000000001,10.39
20230620,Total,53.06,46.94,22.67,6.69,2.06,0.47,2023-06-20,2023-06-26,1,2023-06-20,31.89,9.22
20230613,Total,54.29,45.71,20.89,5.76,1.82,0.6,2023-06-13,2023-06-19,1,2023-06-13,29.07,8.18
20230606,Total,54.28,45.72,18.33,5.99,1.96,0.66,2023-06-06,2023-06-12,1,2023-06-06,26.94,8.61
20230530,Total,58.13,41.87,15.84,6.8,2.74,1.04,2023-05-30,2023-06-05,1,2023-05-30,26.42,10.579999999999998
20230523,Total,66.06,33.94,16.05,7.44,3.11,1.11,2023-05-23,2023-05-29,1,2023-05-23,27.71,11.66
20230516,Total,65.41,34.59,17.02,7.95,3.61,1.22,2023-05-16,2023-05-22,1,2023-05-16,29.799999999999997,12.780000000000001
20230509,Total,61.87,38.13,19.65,9.72,4.92,1.49,2023-05-09,2023-05-15,1,2023-05-09,35.78,16.13
20230502,Total,61.6,38.4,20.42,9.82,5.13,1.51,2023-05-02,2023-05-08,1,2023-05-02,36.88,16.46
20230425,Total,61.48,38.52,21.37,10.02,4.99,1.88,2023-04-25,2023-05-01,1,2023-04-25,38.260000000000005,16.89
20230418,Total,61.08,38.92,21.61,10.42,4.63,1.87,2023-04-18,2023-04-24,1,2023-04-18,38.53,16.92
20230411,Total,60.49,39.51,21.77,10.56,4.37,1.75,2023-04-11,2023-04-17,1,2023-04-11,38.449999999999996,16.68
20230404,Total,56.86,43.14,23.63,11.21,4.54,1.6,2023-04-04,2023-04-10,1,2023-04-04,40.980000000000004,17.35
20230328,Total,56.53,43.47,25.65,11.61,4.4,1.53,2023-03-28,2023-04-03,1,2023-03-28,43.19,17.54
20230321,Total,55.97,44.03,28.86,12.26,4.15,1.45,2023-03-21,2023-03-27,1,2023-03-21,46.72,17.86
20230314,Total,56.09,43.91,29.9,13.14,4.44,1.3,2023-03-14,2023-03-20,1,2023-03-14,48.779999999999994,18.880000000000003
20230307,Total,54.13,45.87,31.45,13.98,4.43,1.27,2023-03-07,2023-03-13,1,2023-03-07,51.13,19.68
20230228,Total,54.03,45.97,32.13,14.46,4.72,1.29,2023-02-28,2023-03-06,1,2023-02-28,52.6,20.47
20230221,Total,51.98,48.02,34.7,15.26,4.57,1.37,2023-02-21,2023-02-27,1,2023-02-21,55.9,21.2
20230214,Total,52.02,47.98,34.55,15.81,4.69,1.42,2023-02-14,2023-02-20,1,2023-02-14,56.47,21.92
20230207,Total,49.5,50.5,34.99,16.39,5.29,1.48,2023-02-07,2023-02-13,1,2023-02-07,58.15,23.16
20230131,Total,48.39,51.61,35.67,17.87,6.2,1.45,2023-01-31,2023-02-06,1,2023-01-31,61.19000000000001,25.52
20230124,Total,47.25,52.75,36.0,18.13,6.25,1.48,2023-01-24,2023-01-30,1,2023-01-24,61.85999999999999,25.86
20230117,Total,45.63,54.37,36.72,19.42,6.61,1.5,2023-01-17,2023-01-23,1,2023-01-17,64.25,27.53
20230110,Total,44.32,55.68,36.78,20.1,7.02,1.5,2023-01-10,2023-01-16,1,2023-01-10,65.4,28.62
20230103,Total,41.85,58.15,38.67,21.93,8.24,1.55,2023-01-03,2023-01-09,1,2023-01-03,70.39,31.720000000000002
20221227,Total,38.05,61.95,41.5,23.58,8.99,1.96,2022-12-27,2023-01-02,1,2022-12-27,76.02999999999999,34.53
20221220,Total,38.17,61.83,41.22,23.58,8.99,1.96,2022-12-20,2022-12-26,1,2022-12-20,75.74999999999999,34.53
20221213,Total,35.03,64.97,44.51,25.18,9.43,1.97,2022-12-13,2022-12-19,1,2022-12-13,81.09,36.58
20221206,Total,34.26,65.74,46.41,26.0,10.37,2.36,2022-12-06,2022-12-12,1,2022-12-06,85.14,38.73
20221129,Total,33.27,66.73,48.1,26.88,10.87,2.33,2022-11-29,2022-12-05,1,2022-11-29,88.18,40.08
20221122,Total,31.58,68.42,49.59,27.62,11.67,2.4,2022-11-22,2022-11-28,1,2022-11-22,91.28000000000002,41.69
20221115,Total,31.47,68.53,49.41,27.52,11.65,2.37,2022-11-15,2022-11-21,1,2022-11-15,90.95,41.54
20221108,Total,28.85,71.15,50.46,29.12,11.84,2.52,2022-11-08,2022-11-14,1,2022-11-08,93.94,43.480000000000004
20221101,Total,28.61,71.39,52.54,30.41,12.07,2.48,2022-11-01,2022-11-07,1,2022-11-01,97.50000000000001,44.96
20221025,Total,29.28,70.72,52.7,30.17,12.22,2.39,2022-10-25,2022-10-31,1,2022-10-25,97.48,44.78
20221018,Total,31.14,68.86,49.71,28.82,12.27,2.55,2022-10-18,2022-10-24,1,2022-10-18,93.35,43.64
20221011,Total,31.52,68.48,46.43,27.71,12.11,2.47,2022-10-11,2022-10-17,1,2022-10-11,88.72,42.29
20221004,Total,35.17,64.83,44.04,27.15,11.45,2.24,2022-10-04,2022-10-10,1,2022-10-04,84.88,40.839999999999996
20220927,Total,36.92,63.08,42.65,25.36,10.45,2.14,2022-09-27,2022-10-03,1,2022-09-27,80.6,37.95
20220920,Total,42.08,57.92,41.02,24.93,9.77,1.87,2022-09-20,2022-09-26,1,2022-09-20,77.59,36.57
20220913,Total,44.36,55.64,37.91,24.45,9.35,1.48,2022-09-13,2022-09-19,1,2022-09-13,73.19,35.279999999999994
20220906,Total,46.46,53.54,36.96,24.24,9.55,1.45,2022-09-06,2022-09-12,1,2022-09-06,72.2,35.24
20220830,Total,45.63,54.37,38.23,25.72,10.91,1.68,2022-08-30,2022-09-05,1,2022-08-30,76.54,38.309999999999995
20220823,Total,45.67,54.33,39.33,27.42,12.31,2.17,2022-08-23,2022-08-29,1,2022-08-23,81.23,41.900000000000006
20220816,Total,43.68,56.32,41.23,29.13,14.47,3.26,2022-08-16,2022-08-22,1,2022-08-16,88.09,46.86
20220809,Total,44.53,55.47,41.97,30.32,15.56,3.6,2022-08-09,2022-08-15,1,2022-08-09,91.44999999999999,49.480000000000004
20220802,Total,43.25,56.75,43.16,30.97,15.85,3.74,2022-08-02,2022-08-08,1,2022-08-02,93.71999999999998,50.56
20220726,Total,39.59,60.41,43.61,31.0,16.39,3.71,2022-07-26,2022-08-01,1,2022-07-26,94.71,51.1
20220719,Total,36.68,63.32,44.57,30.11,15.08,3.77,2022-07-19,2022-07-25,1,2022-07-19,93.53,48.96
20220712,Total,35.33,64.67,44.98,27.19,14.38,3.9,2022-07-12,2022-07-18,1,2022-07-12,90.45,45.47
20220705,Total,33.92,66.08,44.3,27.57,14.74,3.22,2022-07-05,2022-07-11,1,2022-07-05,89.83,45.53
20220628,Total,34.97,65.03,42.53,27.6,14.68,3.23,2022-06-28,2022-07-04,1,2022-06-28,88.04,45.51
20220621,Total,40.18,59.82,39.84,27.5,15.99,4.69,2022-06-21,2022-06-27,1,2022-06-21,88.02,48.18
20220614,Total,44.8,55.2,39.23,27.41,16.41,4.67,2022-06-14,2022-06-20,1,2022-06-14,87.72,48.49
20220607,Total,45.1,54.9,40.1,28.74,16.4,4.54,2022-06-07,2022-06-13,1,2022-06-07,89.78000000000002,49.68
20220531,Total,48.43,51.57,41.42,30.93,16.83,4.61,2022-05-31,2022-06-06,1,2022-05-31,93.78999999999999,52.37
20220524,Total,46.62,53.38,42.41,32.74,17.5,4.98,2022-05-24,2022-05-30,1,2022-05-24,97.63000000000001,55.22
20220517,Total,46.57,53.43,43.98,33.38,18.07,4.82,2022-05-17,2022-05-23,1,2022-05-17,100.25,56.27
20220510,Total,48.19,51.81,44.38,33.25,16.69,3.57,2022-05-10,2022-05-16,1,2022-05-10,97.88999999999999,53.51
20220503,Total,45.95,54.05,45.01,33.86,15.48,3.48,2022-05-03,2022-05-09,1,2022-05-03,97.83000000000001,52.82
20220426,Total,45.79,54.21,45.37,35.37,16.49,2.97,2022-04-26,2022-05-02,1,2022-04-26,100.19999999999999,54.83
20220419,Total,44.84,55.16,46.35,35.96,16.91,2.36,2022-04-19,2022-04-25,1,2022-04-19,101.58,55.230000000000004
20220412,Total,43.47,56.53,47.52,36.17,16.19,2.16,2022-04-12,2022-04-18,1,2022-04-12,102.03999999999999,54.519999999999996
20220405,Total,41.92,58.08,48.01,36.16,14.63,1.78,2022-04-05,2022-04-11,1,2022-04-05,100.57999999999998,52.57
20220329,Total,41.7,58.3,48.57,34.54,14.33,1.55,2022-03-29,2022-04-04,1,2022-03-29,98.99,50.419999999999995
20220322,Total,39.74,60.26,48.83,34.15,13.82,1.47,2022-03-22,2022-03-28,1,2022-03-22,98.26999999999998,49.44
20220315,Total,37.76,62.24,51.09,35.48,14.24,1.74,2022-03-15,2022-03-21,1,2022-03-15,102.54999999999998,51.46
20220308,Total,37.05,62.95,51.19,34.95,12.49,1.7,2022-03-08,2022-03-14,1,2022-03-08,100.33,49.14000000000001
20220301,Total,38.38,61.62,49.58,33.4,11.12,0.98,2022-03-01,2022-03-07,1,2022-03-01,95.08,45.49999999999999
20220222,Total,38.52,61.48,48.19,30.32,10.17,1.03,2022-02-22,2022-02-28,1,2022-02-22,89.71,41.52
20220215,Total,39.18,60.82,47.81,30.37,9.9,1.04,2022-02-15,2022-02-21,1,2022-02-15,89.12000000000002,41.31
20220208,Total,40.34,59.66,46.5,29.58,9.46,1.12,2022-02-08,2022-02-14,1,2022-02-08,86.66,40.16
20220201,Total,39.41,60.59,46.33,30.52,10.21,1.12,2022-02-01,2022-02-07,1,2022-02-01,88.18,41.85
20220125,Total,40.59,59.41,46.14,30.4,10.2,1.1,2022-01-25,2022-01-31,1,2022-01-25,87.83999999999999,41.699999999999996
20220118,Total,40.65,59.35,46.06,30.08,9.43,1.0,2022-01-18,2022-01-24,1,2022-01-18,86.57,40.51
20220111,Total,39.92,60.08,45.96,29.53,9.6,1.03,2022-01-11,2022-01-17,1,2022-01-11,86.12,40.160000000000004
20220104,Total,39.91,60.09,45.82,29.35,10.33,1.3,2022-01-04,2022-01-10,1,2022-01-04,86.8,40.98
20211228,Total,38.5,61.5,46.23,30.3,11.7,1.59,2021-12-28,2022-01-03,1,2021-12-28,89.82000000000001,43.59
20211221,Total,39.37,60.63,46.17,30.67,14.68,3.07,2021-12-21,2021-12-27,1,2021-12-21,94.59,48.42
20211214,Total,38.04,61.96,46.15,30.66,14.83,3.81,2021-12-14,2021-12-20,1,2021-12-14,95.45,49.300000000000004
20211207,Total,39.59,60.41,46.53,31.05,14.92,4.16,2021-12-07,2021-12-13,1,2021-12-07,96.66,50.129999999999995
20211130,Total,42.07,57.93,44.76,29.38,14.86,4.45,2021-11-30,2021-12-06,1,2021-11-30,93.45,48.69
20211123,Total,45.03,54.97,42.32,27.62,14.42,4.45,2021-11-23,2021-11-29,1,2021-11-23,88.81,46.49
20211116,Total,46.77,53.23,40.87,27.22,14.36,4.46,2021-11-16,2021-11-22,1,2021-11-16,86.91,46.04
20211109,Total,47.24,52.76,40.25,27.27,14.81,4.56,2021-11-09,2021-11-15,1,2021-11-09,86.89,46.64
20211102,Total,47.41,52.59,40.01,27.55,15.03,4.8,2021-11-02,2021-11-08,1,2021-11-02,87.39,47.379999999999995
20211026,Total,46.23,53.77,39.62,28.29,15.95,5.04,2021-10-26,2021-11-01,1,2021-10-26,88.9,49.279999999999994
20211019,Total,48.34,51.66,38.88,28.14,17.36,5.58,2021-10-19,2021-10-25,1,2021-10-19,89.96000000000001,51.08
20211012,Total,47.61,52.39,39.61,29.53,18.58,5.86,2021-10-12,2021-10-18,1,2021-10-12,93.58,53.97
20211005,Total,47.75,52.25,39.72,30.5,19.3,5.91,2021-10-05,2021-10-11,1,2021-10-05,95.42999999999999,55.709999999999994
20210928,Total,47.51,52.49,40.05,30.61,19.32,6.07,2021-09-28,2021-10-04,1,2021-09-28,96.04999999999998,56.0
20210921,Total,49.0,51.0,38.98,29.59,19.0,6.03,2021-09-21,2021-09-27,1,2021-09-21,93.6,54.620000000000005
20210914,Total,51.01,48.99,38.19,29.85,19.87,6.29,2021-09-14,2021-09-20,1,2021-09-14,94.2,56.01
20210907,Total,54.02,45.98,38.19,29.86,20.04,6.36,2021-09-07,2021-09-13,1,2021-09-07,94.45,56.26
20210831,Total,53.47,46.53,39.03,30.61,20.47,6.62,2021-08-31,2021-09-06,1,2021-08-31,96.73,57.699999999999996
20210824,Total,51.34,48.66,39.62,31.81,21.43,6.99,2021-08-24,2021-08-30,1,2021-08-24,99.84999999999998,60.23
20210817,Total,49.65,50.35,40.28,32.17,22.39,7.71,2021-08-17,2021-08-23,1,2021-08-17,102.55,62.27
20210810,Total,49.69,50.31,39.98,32.65,22.11,7.57,2021-08-10,2021-08-16,1,2021-08-10,102.31,62.33
20210803,Total,50.79,49.21,39.99,32.64,21.71,7.45,2021-08-03,2021-08-09,1,2021-08-03,101.79,61.800000000000004
20210727,Total,50.57,49.43,39.74,32.11,21.29,7.39,2021-07-27,2021-08-02,1,2021-07-27,100.52999999999999,60.79
20210720,Total,49.94,50.06,40.13,31.81,21.38,8.36,2021-07-20,2021-07-26,1,2021-07-20,101.67999999999999,61.55
20210713,Total,49.08,50.92,38.91,30.99,20.19,8.25,2021-07-13,2021-07-19,1,2021-07-13,98.33999999999999,59.43
