ï»¿Year,Month,Month-number,Data_Item,Value,Units
1970,January,1,Pork byproduct value,4.3,Cents per pound of retail equivalent
1970,February,2,Pork byproduct value,4.7,Cents per pound of retail equivalent
1970,March,3,Pork byproduct value,4.8,Cents per pound of retail equivalent
1970,April,4,Pork byproduct value,4.3,Cents per pound of retail equivalent
1970,May,5,Pork byproduct value,3.7,Cents per pound of retail equivalent
1970,June,6,Pork byproduct value,3.7,Cents per pound of retail equivalent
1970,July,7,Pork byproduct value,3.8,Cents per pound of retail equivalent
1970,August,8,Pork byproduct value,3.6,Cents per pound of retail equivalent
1970,September,9,Pork byproduct value,3.5,Cents per pound of retail equivalent
1970,October,10,Pork byproduct value,3.1,Cents per pound of retail equivalent
1970,November,11,Pork byproduct value,2.6,Cents per pound of retail equivalent
1970,December,12,Pork byproduct value,2.4,Cents per pound of retail equivalent
1971,January,1,Pork byproduct value,2.5,Cents per pound of retail equivalent
1971,February,2,Pork byproduct value,3.1,Cents per pound of retail equivalent
1971,March,3,Pork byproduct value,2.8,Cents per pound of retail equivalent
1971,April,4,Pork byproduct value,2.6,Cents per pound of retail equivalent
1971,May,5,Pork byproduct value,2.8,Cents per pound of retail equivalent
1971,June,6,Pork byproduct value,2.9,Cents per pound of retail equivalent
1971,July,7,Pork byproduct value,3.1,Cents per pound of retail equivalent
1971,August,8,Pork byproduct value,3.1,Cents per pound of retail equivalent
1971,September,9,Pork byproduct value,3.0,Cents per pound of retail equivalent
1971,October,10,Pork byproduct value,3.0,Cents per pound of retail equivalent
1971,November,11,Pork byproduct value,2.8,Cents per pound of retail equivalent
1971,December,12,Pork byproduct value,2.9,Cents per pound of retail equivalent
1972,January,1,Pork byproduct value,3.2,Cents per pound of retail equivalent
1972,February,2,Pork byproduct value,3.2,Cents per pound of retail equivalent
1972,March,3,Pork byproduct value,3.0,Cents per pound of retail equivalent
1972,April,4,Pork byproduct value,3.2,Cents per pound of retail equivalent
1972,May,5,Pork byproduct value,3.2,Cents per pound of retail equivalent
1972,June,6,Pork byproduct value,3.5,Cents per pound of retail equivalent
1972,July,7,Pork byproduct value,3.6,Cents per pound of retail equivalent
1972,August,8,Pork byproduct value,3.8,Cents per pound of retail equivalent
1972,September,9,Pork byproduct value,3.5,Cents per pound of retail equivalent
1972,October,10,Pork byproduct value,3.6,Cents per pound of retail equivalent
1972,November,11,Pork byproduct value,3.5,Cents per pound of retail equivalent
1972,December,12,Pork byproduct value,3.6,Cents per pound of retail equivalent
1973,January,1,Pork byproduct value,3.7,Cents per pound of retail equivalent
1973,February,2,Pork byproduct value,4.5,Cents per pound of retail equivalent
1973,March,3,Pork byproduct value,5.2,Cents per pound of retail equivalent
1973,April,4,Pork byproduct value,5.9,Cents per pound of retail equivalent
1973,May,5,Pork byproduct value,5.5,Cents per pound of retail equivalent
1973,June,6,Pork byproduct value,6.0,Cents per pound of retail equivalent
1973,July,7,Pork byproduct value,7.1,Cents per pound of retail equivalent
1973,August,8,Pork byproduct value,9.8,Cents per pound of retail equivalent
1973,September,9,Pork byproduct value,7.1,Cents per pound of retail equivalent
1973,October,10,Pork byproduct value,7.4,Cents per pound of retail equivalent
1973,November,11,Pork byproduct value,6.7,Cents per pound of retail equivalent
1973,December,12,Pork byproduct value,6.3,Cents per pound of retail equivalent
1974,January,1,Pork byproduct value,6.6,Cents per pound of retail equivalent
1974,February,2,Pork byproduct value,7.3,Cents per pound of retail equivalent
1974,March,3,Pork byproduct value,6.4,Cents per pound of retail equivalent
1974,April,4,Pork byproduct value,5.3,Cents per pound of retail equivalent
1974,May,5,Pork byproduct value,4.5,Cents per pound of retail equivalent
1974,June,6,Pork byproduct value,4.4,Cents per pound of retail equivalent
1974,July,7,Pork byproduct value,6.6,Cents per pound of retail equivalent
1974,August,8,Pork byproduct value,6.6,Cents per pound of retail equivalent
1974,September,9,Pork byproduct value,6.2,Cents per pound of retail equivalent
1974,October,10,Pork byproduct value,7.6,Cents per pound of retail equivalent
1974,November,11,Pork byproduct value,7.4,Cents per pound of retail equivalent
1974,December,12,Pork byproduct value,7.3,Cents per pound of retail equivalent
1975,January,1,Pork byproduct value,5.2,Cents per pound of retail equivalent
1975,February,2,Pork byproduct value,5.6,Cents per pound of retail equivalent
1975,March,3,Pork byproduct value,5.8,Cents per pound of retail equivalent
1975,April,4,Pork byproduct value,5.9,Cents per pound of retail equivalent
1975,May,5,Pork byproduct value,6.2,Cents per pound of retail equivalent
1975,June,6,Pork byproduct value,6.9,Cents per pound of retail equivalent
1975,July,7,Pork byproduct value,7.8,Cents per pound of retail equivalent
1975,August,8,Pork byproduct value,7.8,Cents per pound of retail equivalent
1975,September,9,Pork byproduct value,8.1,Cents per pound of retail equivalent
1975,October,10,Pork byproduct value,8.0,Cents per pound of retail equivalent
1975,November,11,Pork byproduct value,6.5,Cents per pound of retail equivalent
1975,December,12,Pork byproduct value,5.4,Cents per pound of retail equivalent
1976,January,1,Pork byproduct value,5.3,Cents per pound of retail equivalent
1976,February,2,Pork byproduct value,5.6,Cents per pound of retail equivalent
1976,March,3,Pork byproduct value,5.2,Cents per pound of retail equivalent
1976,April,4,Pork byproduct value,5.2,Cents per pound of retail equivalent
1976,May,5,Pork byproduct value,5.3,Cents per pound of retail equivalent
1976,June,6,Pork byproduct value,5.4,Cents per pound of retail equivalent
1976,July,7,Pork byproduct value,5.5,Cents per pound of retail equivalent
1976,August,8,Pork byproduct value,5.2,Cents per pound of retail equivalent
1976,September,9,Pork byproduct value,4.4,Cents per pound of retail equivalent
1976,October,10,Pork byproduct value,3.4,Cents per pound of retail equivalent
1976,November,11,Pork byproduct value,3.5,Cents per pound of retail equivalent
1976,December,12,Pork byproduct value,4.1,Cents per pound of retail equivalent
1977,January,1,Pork byproduct value,4.4,Cents per pound of retail equivalent
1977,February,2,Pork byproduct value,4.7,Cents per pound of retail equivalent
1977,March,3,Pork byproduct value,4.5,Cents per pound of retail equivalent
1977,April,4,Pork byproduct value,4.5,Cents per pound of retail equivalent
1977,May,5,Pork byproduct value,5.0,Cents per pound of retail equivalent
1977,June,6,Pork byproduct value,4.9,Cents per pound of retail equivalent
1977,July,7,Pork byproduct value,5.1,Cents per pound of retail equivalent
1977,August,8,Pork byproduct value,4.8,Cents per pound of retail equivalent
1977,September,9,Pork byproduct value,4.5,Cents per pound of retail equivalent
1977,October,10,Pork byproduct value,4.4,Cents per pound of retail equivalent
1977,November,11,Pork byproduct value,4.2,Cents per pound of retail equivalent
1977,December,12,Pork byproduct value,4.5,Cents per pound of retail equivalent
1978,January,1,Pork byproduct value,5.2,Cents per pound of retail equivalent
1978,February,2,Pork byproduct value,5.6,Cents per pound of retail equivalent
1978,March,3,Pork byproduct value,6.0,Cents per pound of retail equivalent
1978,April,4,Pork byproduct value,5.6,Cents per pound of retail equivalent
1978,May,5,Pork byproduct value,5.9,Cents per pound of retail equivalent
1978,June,6,Pork byproduct value,6.0,Cents per pound of retail equivalent
1978,July,7,Pork byproduct value,5.7,Cents per pound of retail equivalent
1978,August,8,Pork byproduct value,6.0,Cents per pound of retail equivalent
1978,September,9,Pork byproduct value,6.4,Cents per pound of retail equivalent
1978,October,10,Pork byproduct value,6.5,Cents per pound of retail equivalent
1978,November,11,Pork byproduct value,5.9,Cents per pound of retail equivalent
1978,December,12,Pork byproduct value,5.9,Cents per pound of retail equivalent
1979,January,1,Pork byproduct value,6.5984,Cents per pound of retail equivalent
1979,February,2,Pork byproduct value,7.5263,Cents per pound of retail equivalent
1979,March,3,Pork byproduct value,7.3201,Cents per pound of retail equivalent
1979,April,4,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1979,May,5,Pork byproduct value,6.186,Cents per pound of retail equivalent
1979,June,6,Pork byproduct value,5.4643,Cents per pound of retail equivalent
1979,July,7,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1979,August,8,Pork byproduct value,5.155,Cents per pound of retail equivalent
1979,September,9,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1979,October,10,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1979,November,11,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1979,December,12,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1980,January,1,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1980,February,2,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1980,March,3,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1980,April,4,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1980,May,5,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1980,June,6,Pork byproduct value,4.2271,Cents per pound of retail equivalent
1980,July,7,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1980,August,8,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1980,September,9,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1980,October,10,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1980,November,11,Pork byproduct value,6.186,Cents per pound of retail equivalent
1980,December,12,Pork byproduct value,5.8767,Cents per pound of retail equivalent
1981,January,1,Pork byproduct value,5.155,Cents per pound of retail equivalent
1981,February,2,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1981,March,3,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1981,April,4,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1981,May,5,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1981,June,6,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1981,July,7,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1981,August,8,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1981,September,9,Pork byproduct value,6.186,Cents per pound of retail equivalent
1981,October,10,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1981,November,11,Pork byproduct value,5.155,Cents per pound of retail equivalent
1981,December,12,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1982,January,1,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1982,February,2,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1982,March,3,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1982,April,4,Pork byproduct value,6.2891,Cents per pound of retail equivalent
1982,May,5,Pork byproduct value,7.0108,Cents per pound of retail equivalent
1982,June,6,Pork byproduct value,7.1139,Cents per pound of retail equivalent
1982,July,7,Pork byproduct value,6.9077,Cents per pound of retail equivalent
1982,August,8,Pork byproduct value,7.4232,Cents per pound of retail equivalent
1982,September,9,Pork byproduct value,7.3201,Cents per pound of retail equivalent
1982,October,10,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1982,November,11,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1982,December,12,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1983,January,1,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1983,February,2,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1983,March,3,Pork byproduct value,5.4643,Cents per pound of retail equivalent
1983,April,4,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1983,May,5,Pork byproduct value,5.155,Cents per pound of retail equivalent
1983,June,6,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1983,July,7,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1983,August,8,Pork byproduct value,5.4643,Cents per pound of retail equivalent
1983,September,9,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1983,October,10,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1983,November,11,Pork byproduct value,4.124,Cents per pound of retail equivalent
1983,December,12,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1984,January,1,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1984,February,2,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1984,March,3,Pork byproduct value,6.186,Cents per pound of retail equivalent
1984,April,4,Pork byproduct value,6.2891,Cents per pound of retail equivalent
1984,May,5,Pork byproduct value,6.2891,Cents per pound of retail equivalent
1984,June,6,Pork byproduct value,6.2891,Cents per pound of retail equivalent
1984,July,7,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1984,August,8,Pork byproduct value,6.4953,Cents per pound of retail equivalent
1984,September,9,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1984,October,10,Pork byproduct value,5.8767,Cents per pound of retail equivalent
1984,November,11,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1984,December,12,Pork byproduct value,5.8767,Cents per pound of retail equivalent
1985,January,1,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1985,February,2,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1985,March,3,Pork byproduct value,5.155,Cents per pound of retail equivalent
1985,April,4,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1985,May,5,Pork byproduct value,4.5364,Cents per pound of retail equivalent
1985,June,6,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1985,July,7,Pork byproduct value,4.7,Cents per pound of retail equivalent
1985,August,8,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1985,September,9,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1985,October,10,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1985,November,11,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1985,December,12,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1986,January,1,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1986,February,2,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1986,March,3,Pork byproduct value,4.124,Cents per pound of retail equivalent
1986,April,4,Pork byproduct value,4.124,Cents per pound of retail equivalent
1986,May,5,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1986,June,6,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1986,July,7,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1986,August,8,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1986,September,9,Pork byproduct value,5.8767,Cents per pound of retail equivalent
1986,October,10,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1986,November,11,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1986,December,12,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1987,January,1,Pork byproduct value,5.155,Cents per pound of retail equivalent
1987,February,2,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1987,March,3,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1987,April,4,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1987,May,5,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1987,June,6,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1987,July,7,Pork byproduct value,6.186,Cents per pound of retail equivalent
1987,August,8,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1987,September,9,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1987,October,10,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1987,November,11,Pork byproduct value,4.2271,Cents per pound of retail equivalent
1987,December,12,Pork byproduct value,4.124,Cents per pound of retail equivalent
1988,January,1,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1988,February,2,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1988,March,3,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1988,April,4,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1988,May,5,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1988,June,6,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1988,July,7,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1988,August,8,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1988,September,9,Pork byproduct value,4.5364,Cents per pound of retail equivalent
1988,October,10,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1988,November,11,Pork byproduct value,3.9178,Cents per pound of retail equivalent
1988,December,12,Pork byproduct value,4.2271,Cents per pound of retail equivalent
1989,January,1,Pork byproduct value,4.5364,Cents per pound of retail equivalent
1989,February,2,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1989,March,3,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1989,April,4,Pork byproduct value,4.124,Cents per pound of retail equivalent
1989,May,5,Pork byproduct value,4.5364,Cents per pound of retail equivalent
1989,June,6,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1989,July,7,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1989,August,8,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1989,September,9,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1989,October,10,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1989,November,11,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1989,December,12,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1990,January,1,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1990,February,2,Pork byproduct value,5.155,Cents per pound of retail equivalent
1990,March,3,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1990,April,4,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1990,May,5,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1990,June,6,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1990,July,7,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1990,August,8,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1990,September,9,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1990,October,10,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1990,November,11,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1990,December,12,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1991,January,1,Pork byproduct value,5.2581,Cents per pound of retail equivalent
1991,February,2,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1991,March,3,Pork byproduct value,5.155,Cents per pound of retail equivalent
1991,April,4,Pork byproduct value,5.155,Cents per pound of retail equivalent
1991,May,5,Pork byproduct value,5.155,Cents per pound of retail equivalent
1991,June,6,Pork byproduct value,5.155,Cents per pound of retail equivalent
1991,July,7,Pork byproduct value,5.155,Cents per pound of retail equivalent
1991,August,8,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1991,September,9,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1991,October,10,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1991,November,11,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1991,December,12,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1992,January,1,Pork byproduct value,3.6085,Cents per pound of retail equivalent
1992,February,2,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1992,March,3,Pork byproduct value,3.8147,Cents per pound of retail equivalent
1992,April,4,Pork byproduct value,4.124,Cents per pound of retail equivalent
1992,May,5,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1992,June,6,Pork byproduct value,4.5364,Cents per pound of retail equivalent
1992,July,7,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1992,August,8,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1992,September,9,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1992,October,10,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1992,November,11,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1992,December,12,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1993,January,1,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1993,February,2,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1993,March,3,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,April,4,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,May,5,Pork byproduct value,5.155,Cents per pound of retail equivalent
1993,June,6,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,July,7,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1993,August,8,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,September,9,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,October,10,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1993,November,11,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1993,December,12,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1994,January,1,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1994,February,2,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1994,March,3,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1994,April,4,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1994,May,5,Pork byproduct value,4.6395,Cents per pound of retail equivalent
1994,June,6,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1994,July,7,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1994,August,8,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1994,September,9,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1994,October,10,Pork byproduct value,4.2271,Cents per pound of retail equivalent
1994,November,11,Pork byproduct value,3.9178,Cents per pound of retail equivalent
1994,December,12,Pork byproduct value,4.3302,Cents per pound of retail equivalent
1995,January,1,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1995,February,2,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1995,March,3,Pork byproduct value,4.7426,Cents per pound of retail equivalent
1995,April,4,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1995,May,5,Pork byproduct value,4.4333,Cents per pound of retail equivalent
1995,June,6,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1995,July,7,Pork byproduct value,5.4643,Cents per pound of retail equivalent
1995,August,8,Pork byproduct value,5.6705,Cents per pound of retail equivalent
1995,September,9,Pork byproduct value,5.7736,Cents per pound of retail equivalent
1995,October,10,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1995,November,11,Pork byproduct value,4.8457,Cents per pound of retail equivalent
1995,December,12,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1996,January,1,Pork byproduct value,4.9488,Cents per pound of retail equivalent
1996,February,2,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1996,March,3,Pork byproduct value,5.3612,Cents per pound of retail equivalent
1996,April,4,Pork byproduct value,5.4643,Cents per pound of retail equivalent
1996,May,5,Pork byproduct value,6.4953,Cents per pound of retail equivalent
1996,June,6,Pork byproduct value,6.7015,Cents per pound of retail equivalent
1996,July,7,Pork byproduct value,7.1139,Cents per pound of retail equivalent
1996,August,8,Pork byproduct value,7.3201,Cents per pound of retail equivalent
1996,September,9,Pork byproduct value,6.9077,Cents per pound of retail equivalent
1996,October,10,Pork byproduct value,6.7015,Cents per pound of retail equivalent
1996,November,11,Pork byproduct value,6.5984,Cents per pound of retail equivalent
1996,December,12,Pork byproduct value,6.5984,Cents per pound of retail equivalent
1997,January,1,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1997,February,2,Pork byproduct value,6.2891,Cents per pound of retail equivalent
1997,March,3,Pork byproduct value,5.9798,Cents per pound of retail equivalent
1997,April,4,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1997,May,5,Pork byproduct value,6.3922,Cents per pound of retail equivalent
1997,June,6,Pork byproduct value,6.4953,Cents per pound of retail equivalent
1997,July,7,Pork byproduct value,6.9077,Cents per pound of retail equivalent
1997,August,8,Pork byproduct value,6.7015,Cents per pound of retail equivalent
1997,September,9,Pork byproduct value,6.0829,Cents per pound of retail equivalent
1997,October,10,Pork byproduct value,5.8767,Cents per pound of retail equivalent
1997,November,11,Pork byproduct value,5.5674,Cents per pound of retail equivalent
1997,December,12,Pork byproduct value,5.0519,Cents per pound of retail equivalent
1998,January,1,Pork byproduct value,4.2271,Cents per pound of retail equivalent
1998,February,2,Pork byproduct value,3.9178,Cents per pound of retail equivalent
1998,March,3,Pork byproduct value,4.0,Cents per pound of retail equivalent
1998,April,4,Pork byproduct value,4.1,Cents per pound of retail equivalent
1998,May,5,Pork byproduct value,4.7,Cents per pound of retail equivalent
1998,June,6,Pork byproduct value,4.8,Cents per pound of retail equivalent
1998,July,7,Pork byproduct value,4.2,Cents per pound of retail equivalent
1998,August,8,Pork byproduct value,4.1,Cents per pound of retail equivalent
1998,September,9,Pork byproduct value,3.4,Cents per pound of retail equivalent
1998,October,10,Pork byproduct value,3.2,Cents per pound of retail equivalent
1998,November,11,Pork byproduct value,2.3,Cents per pound of retail equivalent
1998,December,12,Pork byproduct value,1.8,Cents per pound of retail equivalent
1999,January,1,Pork byproduct value,2.7,Cents per pound of retail equivalent
1999,February,2,Pork byproduct value,2.9,Cents per pound of retail equivalent
1999,March,3,Pork byproduct value,2.6,Cents per pound of retail equivalent
1999,April,4,Pork byproduct value,2.9,Cents per pound of retail equivalent
1999,May,5,Pork byproduct value,3.4,Cents per pound of retail equivalent
1999,June,6,Pork byproduct value,3.2,Cents per pound of retail equivalent
1999,July,7,Pork byproduct value,3.0,Cents per pound of retail equivalent
1999,August,8,Pork byproduct value,3.5,Cents per pound of retail equivalent
1999,September,9,Pork byproduct value,3.1,Cents per pound of retail equivalent
1999,October,10,Pork byproduct value,3.8,Cents per pound of retail equivalent
1999,November,11,Pork byproduct value,3.7,Cents per pound of retail equivalent
1999,December,12,Pork byproduct value,3.72444181986714,Cents per pound of retail equivalent
2000,January,1,Pork byproduct value,3.63220535109338,Cents per pound of retail equivalent
2000,February,2,Pork byproduct value,3.6787941216856304,Cents per pound of retail equivalent
2000,March,3,Pork byproduct value,3.9341390718689295,Cents per pound of retail equivalent
2000,April,4,Pork byproduct value,4.326410444235351,Cents per pound of retail equivalent
2000,May,5,Pork byproduct value,4.44147573001639,Cents per pound of retail equivalent
2000,June,6,Pork byproduct value,4.5117655867172095,Cents per pound of retail equivalent
2000,July,7,Pork byproduct value,4.387260988669049,Cents per pound of retail equivalent
2000,August,8,Pork byproduct value,3.9767243757131503,Cents per pound of retail equivalent
2000,September,9,Pork byproduct value,4.10823986028829,Cents per pound of retail equivalent
2000,October,10,Pork byproduct value,4.24258222729718,Cents per pound of retail equivalent
2000,November,11,Pork byproduct value,3.74262908363472,Cents per pound of retail equivalent
2000,December,12,Pork byproduct value,3.93031985748534,Cents per pound of retail equivalent
2001,January,1,Pork byproduct value,3.6281298358102703,Cents per pound of retail equivalent
2001,February,2,Pork byproduct value,3.8036373248480495,Cents per pound of retail equivalent
2001,March,3,Pork byproduct value,4.54573431170128,Cents per pound of retail equivalent
2001,April,4,Pork byproduct value,4.92163482953229,Cents per pound of retail equivalent
2001,May,5,Pork byproduct value,4.838521353850769,Cents per pound of retail equivalent
2001,June,6,Pork byproduct value,5.01366794164774,Cents per pound of retail equivalent
2001,July,7,Pork byproduct value,5.33280431025858,Cents per pound of retail equivalent
2001,August,8,Pork byproduct value,5.52270612490679,Cents per pound of retail equivalent
2001,September,9,Pork byproduct value,5.015309870593071,Cents per pound of retail equivalent
2001,October,10,Pork byproduct value,4.09682471984517,Cents per pound of retail equivalent
2001,November,11,Pork byproduct value,3.49392772428094,Cents per pound of retail equivalent
2001,December,12,Pork byproduct value,3.31791530113802,Cents per pound of retail equivalent
2002,January,1,Pork byproduct value,3.56756488949472,Cents per pound of retail equivalent
2002,February,2,Pork byproduct value,3.61219776939774,Cents per pound of retail equivalent
2002,March,3,Pork byproduct value,3.40939175772716,Cents per pound of retail equivalent
2002,April,4,Pork byproduct value,3.05759249939116,Cents per pound of retail equivalent
2002,May,5,Pork byproduct value,3.13946134398957,Cents per pound of retail equivalent
2002,June,6,Pork byproduct value,3.56843182733462,Cents per pound of retail equivalent
2002,July,7,Pork byproduct value,3.97422187220394,Cents per pound of retail equivalent
2002,August,8,Pork byproduct value,3.51894207337125,Cents per pound of retail equivalent
2002,September,9,Pork byproduct value,2.76388260493093,Cents per pound of retail equivalent
2002,October,10,Pork byproduct value,3.19688640685056,Cents per pound of retail equivalent
2002,November,11,Pork byproduct value,3.11089703423404,Cents per pound of retail equivalent
2002,December,12,Pork byproduct value,3.35491542203274,Cents per pound of retail equivalent
2003,January,1,Pork byproduct value,3.46005125729477,Cents per pound of retail equivalent
2003,February,2,Pork byproduct value,3.6081698062456,Cents per pound of retail equivalent
2003,March,3,Pork byproduct value,3.6400871850240897,Cents per pound of retail equivalent
